Transaction_ID,Customer_ID,Transaction_Date,Store_ID,Product_Category,Amount,Quantity,Promotion_Applied
T20868,C1281,2024-07-14,S106,Beverages,164.93,9,No
T20869,C1195,2024-11-20,S102,Electronics,493.94,4,Yes
T20870,C1033,2025-02-05,S102,Grocery,166.21,10,Yes
T20871,C1051,2025-06-03,S110,Clothing,200.1,3,Yes
T20872,C1111,2025-05-30,S108,Beverages,303.65,2,Yes
T20873,C1251,2024-08-11,S102,Electronics,401.83,5,Yes
T20874,C1081,2025-02-02,S107,Bakery,237.41,3,Yes
T20875,C1231,2025-03-04,S103,Electronics,214.21,10,No
T20876,C1226,2024-12-02,S108,Beverages,497.84,7,No
T20877,C1232,2024-06-28,S107,Beverages,10.19,6,No
T20878,C1220,2025-04-14,S108,Electronics,448.06,1,Yes
T20879,C1041,2025-04-10,S107,Bakery,78.82,8,No
T20880,C1020,2024-10-24,S106,Electronics,394.03,2,Yes
T20881,C1041,2025-05-13,S107,Beverages,310.88,5,Yes
T20882,C1112,2025-03-26,S105,Beverages,174.21,9,No
T20883,C1104,2025-03-10,S107,Clothing,437.57,8,Yes
T20884,C1191,2025-01-28,S101,Clothing,11.39,2,No
T20885,C1016,2024-08-12,S101,Grocery,117.21,9,No
T20886,C1119,2024-08-14,S109,Beverages,285.61,5,Yes
T20887,C1128,2024-11-16,S105,Clothing,179.01,10,No
T20888,C1129,2025-01-28,S105,Electronics,307.14,6,No
T20889,C1059,2025-02-16,S103,Bakery,16.93,3,No
T20890,C1047,2024-10-07,S105,Electronics,62.65,3,No
T20891,C1028,2025-02-16,S103,Bakery,67.91,10,Yes
T20892,C1096,2024-08-05,S109,Clothing,98.7,8,No
T20893,C1009,2024-09-11,S109,Grocery,232.37,10,No
T20894,C1241,2024-07-28,S106,Electronics,377.3,10,No
T20895,C1231,2025-06-22,S101,Electronics,453.24,2,Yes
T20896,C1276,2025-04-10,S107,Electronics,418.51,2,No
T20897,C1283,2024-08-23,S107,Bakery,102.46,5,Yes
T20898,C1202,2024-10-12,S110,Clothing,223.37,6,No
T20899,C1246,2024-10-14,S110,Electronics,103.71,2,No
T20900,C1289,2025-03-14,S104,Electronics,135.91,5,No
T20901,C1263,2025-03-28,S108,Grocery,254.26,7,Yes
T20902,C1213,2025-03-22,S106,Grocery,38.71,10,Yes
T20903,C1199,2025-05-20,S104,Clothing,113.0,10,Yes
T20904,C1078,2024-09-12,S104,Clothing,468.01,8,Yes
T20905,C1172,2025-01-07,S102,Beverages,235.73,7,Yes
T20906,C1068,2024-12-31,S102,Grocery,225.47,8,Yes
T20907,C1086,2025-04-20,S104,Beverages,12.21,9,No
T20908,C1100,2024-12-19,S105,Bakery,127.46,5,Yes
T20909,C1007,2025-03-26,S108,Beverages,433.81,5,No
T20910,C1199,2025-01-09,S106,Electronics,86.49,10,Yes
T20911,C1086,2025-06-04,S104,Beverages,210.49,4,Yes
T20912,C1042,2025-06-06,S107,Clothing,12.09,9,Yes
T20913,C1108,2025-01-15,S108,Bakery,241.78,5,No
T20914,C1151,2025-03-15,S102,Electronics,15.41,2,Yes
T20915,C1016,2025-06-16,S107,Beverages,410.71,10,Yes
T20916,C1132,2024-11-21,S102,Bakery,413.3,8,No
T20917,C1147,2025-04-06,S102,Bakery,394.93,7,No
T20918,C1276,2024-08-15,S108,Electronics,145.27,8,No
T20919,C1231,2024-08-21,S102,Beverages,419.43,3,No
T20920,C1227,2024-10-09,S109,Bakery,273.78,4,Yes
T20921,C1138,2025-01-28,S101,Bakery,190.04,5,No
T20922,C1210,2025-02-24,S109,Grocery,314.54,6,Yes
T20923,C1027,2025-05-13,S101,Bakery,11.11,1,Yes
T20924,C1050,2024-12-15,S110,Grocery,75.77,4,No
T20925,C1260,2024-12-07,S110,Beverages,372.44,10,Yes
T20926,C1260,2025-02-01,S102,Beverages,125.86,5,No
T20927,C1007,2024-12-20,S106,Beverages,301.01,7,Yes
T20928,C1137,2024-11-29,S106,Clothing,195.63,5,No
T20929,C1037,2024-08-17,S101,Beverages,428.13,1,No
T20930,C1110,2025-06-21,S107,Bakery,476.45,7,No
T20931,C1219,2024-10-30,S108,Electronics,442.36,8,No
T20932,C1222,2024-12-07,S102,Grocery,138.96,7,No
T20933,C1135,2025-05-19,S108,Clothing,101.11,4,No
T20934,C1255,2024-08-06,S109,Beverages,239.85,8,Yes
T20935,C1048,2025-05-23,S106,Beverages,8.63,5,Yes
T20936,C1291,2025-06-21,S105,Electronics,17.78,10,Yes
T20937,C1077,2024-12-15,S109,Electronics,278.88,9,No
T20938,C1104,2025-04-15,S109,Clothing,262.62,10,Yes
T20939,C1168,2024-11-27,S101,Grocery,497.32,5,No
T20940,C1216,2025-06-04,S103,Beverages,104.91,1,Yes
T20941,C1118,2025-02-06,S109,Clothing,132.76,9,Yes
T20942,C1189,2025-03-29,S102,Bakery,61.2,5,No
T20943,C1254,2024-11-26,S104,Bakery,459.18,6,Yes
T20944,C1265,2024-09-27,S104,Clothing,390.02,4,Yes
T20945,C1148,2025-02-24,S102,Beverages,412.06,6,Yes
T20946,C1163,2024-09-24,S103,Clothing,451.87,8,No
T20947,C1139,2025-02-10,S103,Beverages,264.83,3,Yes
T20948,C1257,2024-08-20,S101,Electronics,228.34,5,No
T20949,C1268,2024-11-27,S106,Clothing,168.54,2,Yes
T20950,C1180,2024-08-12,S108,Beverages,296.66,2,Yes
T20951,C1159,2024-08-28,S103,Clothing,229.87,7,Yes
T20952,C1287,2024-09-22,S105,Clothing,228.52,10,Yes
T20953,C1287,2025-04-05,S101,Beverages,468.78,10,No
T20954,C1225,2024-11-18,S110,Beverages,492.1,10,Yes
T20955,C1010,2024-11-25,S107,Grocery,399.26,6,No
T20956,C1009,2024-11-16,S110,Clothing,379.6,4,No
T20957,C1270,2024-08-11,S101,Bakery,341.88,5,Yes
T20958,C1272,2024-10-24,S109,Clothing,87.21,1,Yes
T20959,C1182,2024-11-25,S108,Clothing,34.26,7,No
T20960,C1152,2025-05-05,S107,Beverages,346.91,8,No
T20961,C1123,2025-02-28,S110,Clothing,365.75,9,Yes
T20962,C1113,2024-10-31,S107,Clothing,28.25,8,Yes
T20963,C1277,2024-11-13,S105,Bakery,464.39,5,Yes
T20964,C1212,2024-08-15,S105,Beverages,50.11,3,Yes
T20965,C1171,2024-11-03,S105,Clothing,146.52,10,Yes
T20966,C1287,2024-12-15,S101,Electronics,337.83,9,No
T20967,C1173,2025-02-16,S108,Grocery,89.09,6,Yes
T20968,C1112,2024-08-08,S101,Bakery,32.43,5,Yes
T20969,C1121,2024-11-11,S104,Clothing,168.92,3,No
T20970,C1031,2024-10-11,S109,Electronics,384.16,6,Yes
T20971,C1221,2024-08-17,S109,Clothing,209.77,3,Yes
T20972,C1118,2024-07-23,S105,Clothing,328.22,10,No
T20973,C1038,2025-05-24,S104,Beverages,291.91,6,Yes
T20974,C1267,2024-10-13,S103,Beverages,16.0,4,No
T20975,C1232,2025-03-21,S103,Beverages,494.33,2,Yes
T20976,C1017,2025-04-28,S105,Electronics,25.51,8,Yes
T20977,C1148,2024-07-29,S110,Clothing,484.06,4,Yes
T20978,C1148,2025-03-26,S101,Grocery,277.18,9,No
T20979,C1125,2025-04-12,S105,Bakery,481.76,7,No
T20980,C1237,2025-04-05,S106,Beverages,61.8,2,No
T20981,C1134,2024-08-11,S107,Beverages,247.75,4,No
T20982,C1150,2024-10-05,S109,Clothing,88.9,5,Yes
T20983,C1235,2025-02-03,S103,Clothing,30.23,3,No
T20984,C1223,2025-03-07,S102,Electronics,310.68,9,No
T20985,C1202,2025-01-29,S103,Electronics,107.85,5,No
T20986,C1255,2024-07-11,S109,Beverages,295.91,2,Yes
T20987,C1085,2025-02-18,S107,Clothing,60.62,3,Yes
T20988,C1149,2024-12-26,S109,Grocery,169.33,9,No
T20989,C1234,2024-09-15,S102,Bakery,391.91,7,No
T20990,C1021,2024-11-04,S105,Clothing,221.34,2,Yes
T20991,C1284,2025-01-25,S104,Clothing,315.73,9,No
T20992,C1268,2024-07-09,S102,Electronics,325.49,4,No
T20993,C1257,2025-05-11,S109,Bakery,422.66,9,No
T20994,C1028,2025-06-08,S109,Beverages,165.84,2,No
T20995,C1212,2024-07-11,S106,Clothing,345.21,10,Yes
T20996,C1282,2024-07-11,S106,Beverages,481.0,4,Yes
T20997,C1049,2024-09-06,S108,Clothing,366.47,5,Yes
T20998,C1094,2024-12-21,S106,Beverages,247.49,2,No
T20999,C1087,2024-07-01,S101,Bakery,317.21,10,No
